id,name,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,amenities_count,host_is_superhost
5077,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Loft,3.0,1,6,158.52,1,298,4.5,207,4,t
5078,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Loft,2.0,1,4,52.86,3,234,4.3,274,5,t
5079,Lovely Apartment in Wandsworth,Wandsworth,Private room,Loft,4.0,1,8,161.35,1,216,3.8,144,8,t
5080,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Cottage,1.0,2,2,225.09,1,123,3.7,76,10,f
5081,Lovely Loft in Wandsworth,Wandsworth,Private room,Townhouse,2.0,1,4,26.02,3,292,3.7,182,9,t
5082,Lovely Cottage in Hackney,Hackney,Entire home/apt,Villa,2.0,2,4,194.66,1,101,5.0,334,10,f
5083,Lovely Loft in Tower Hamlets,Tower Hamlets,Private room,Townhouse,2.0,3,4,106.39,3,69,4.6,85,9,f
5084,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Villa,1.0,1,2,121.32,3,188,4.9,131,5,f
5085,Lovely Apartment in Westminster,Westminster,Private room,Villa,1.0,2,2,204.91,7,5,5.0,326,3,f
5086,Lovely Studio in Camden,Camden,Entire home/apt,House,2.0,1,4,195.9,1,59,4.8,237,3,t
5087,Lovely Villa in Hackney,Hackney,Entire home/apt,Studio,1.0,2,2,169.48,2,141,3.7,246,4,t
5088,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Villa,1.0,2,2,124.4,3,205,4.6,247,10,f
5089,Lovely Cottage in Southwark,Southwark,Private room,Villa,1.0,1,2,72.66,1,248,4.3,363,8,f
5090,Lovely House in Greenwich,Greenwich,Private room,Loft,2.0,1,4,97.92,2,287,3.5,174,3,f
5091,Lovely Villa in Southwark,Southwark,Entire home/apt,Apartment,1.0,2,2,138.05,5,148,4.3,277,3,f
5092,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,4.0,2,8,126.89,7,268,4.3,139,3,t
5093,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Private room,Townhouse,1.0,1,2,127.6,5,66,3.7,142,6,f
5094,Lovely Studio in Southwark,Southwark,Private room,Apartment,2.0,3,4,145.61,2,199,4.8,238,3,f
5095,Lovely House in Southwark,Southwark,Entire home/apt,Townhouse,1.0,1,2,245.39,3,163,4.6,142,4,f
5096,Lovely Villa in Hackney,Hackney,Entire home/apt,Townhouse,2.0,1,4,141.98,5,36,4.7,352,7,f
5097,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Hotel room,Cottage,1.0,1,2,274.16,1,175,4.7,307,4,f
5098,Lovely House in Southwark,Southwark,Entire home/apt,Villa,1.0,2,2,,2,66,4.1,17,5,f
5099,Lovely Studio in Islington,Islington,Private room,Apartment,4.0,1,8,86.11,1,74,5.0,191,5,f
5100,Lovely Apartment in Camden,Camden,Entire home/apt,Townhouse,5.0,2,10,319.24,1,61,4.4,58,6,t
5101,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,2.0,2,4,470.66,2,192,4.0,181,4,f
5102,Lovely House in Islington,Islington,Entire home/apt,Apartment,5.0,1,10,281.28,1,122,4.3,249,9,f
5103,Lovely Cottage in Islington,Islington,Private room,Townhouse,1.0,1,2,103.6,1,53,3.6,338,10,f
5104,Lovely Loft in Hackney,Hackney,Private room,House,4.0,2,8,69.52,2,18,,130,6,f
5105,Lovely Studio in Wandsworth,Wandsworth,Private room,Studio,1.0,1,2,106.25,2,99,4.2,19,7,f
5106,Lovely Apartment in Hackney,Hackney,Private room,Studio,4.0,1,8,102.22,3,153,3.7,146,5,f
5107,Lovely House in Camden,Camden,Private room,Loft,1.0,1,2,47.28,7,294,3.8,203,10,f
5108,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Loft,3.0,1,6,344.19,2,92,3.7,251,6,f
5109,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Apartment,5.0,1,10,209.48,3,121,4.9,30,8,f
5110,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Loft,,1,2,79.42,1,227,3.7,88,7,t
5111,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Cottage,1.0,1,2,42.07,2,198,4.7,355,9,t
5112,Lovely House in Hackney,Hackney,Entire home/apt,Loft,1.0,2,2,132.39,1,24,3.8,341,3,t
5113,Lovely Townhouse in Lambeth,Lambeth,Private room,Townhouse,1.0,1,2,115.66,1,5,3.7,89,7,f
5114,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,House,1.0,1,2,146.05,3,55,4.4,241,9,f
5115,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,1,2,197.61,7,134,,90,8,t
5116,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Townhouse,1.0,1,2,156.63,3,182,4.7,5,5,f
5117,Lovely Townhouse in Greenwich,Greenwich,Private room,House,2.0,3,4,,1,7,4.5,144,10,f
5118,Lovely Loft in Islington,Islington,Entire home/apt,Studio,1.0,1,2,167.33,2,255,4.7,146,7,f
5119,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Studio,4.0,1,8,225.56,2,110,4.7,169,6,f
5120,Lovely Studio in Islington,Islington,Entire home/apt,House,4.0,3,8,,3,250,4.0,3,7,f
5121,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,5.0,1,10,254.72,1,269,4.0,235,3,t
5122,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,1.0,2,2,85.78,1,299,4.4,111,5,f
5123,Lovely Apartment in Camden,Camden,Entire home/apt,Studio,1.0,1,2,139.7,5,206,4.3,346,10,f
5124,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,4.0,1,8,240.69,5,256,3.8,319,8,t
5125,Lovely Studio in Hackney,Hackney,Entire home/apt,Apartment,4.0,1,8,144.45,5,275,4.7,66,5,f
5126,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,House,2.0,1,4,197.46,2,102,4.9,253,4,t
5127,Lovely Apartment in Wandsworth,Wandsworth,Entire home/apt,Cottage,4.0,1,8,245.72,3,262,3.9,198,7,f
5128,Lovely Studio in Southwark,Southwark,Private room,Townhouse,3.0,2,6,66.41,2,146,4.1,132,4,t
5129,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,House,2.0,1,4,59.98,1,287,4.9,132,8,f
5130,Lovely Villa in Westminster,Westminster,Entire home/apt,Cottage,1.0,3,2,324.21,1,130,4.6,242,5,f
5131,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,4.0,2,8,307.92,2,115,4.5,362,6,f
5132,Lovely House in Greenwich,Greenwich,Entire home/apt,Loft,1.0,1,2,166.54,7,43,4.9,335,8,f
5133,Lovely Studio in Hackney,Hackney,Private room,Apartment,1.0,2,2,75.64,1,99,3.9,221,4,t
5134,Lovely House in Islington,Islington,Private room,Townhouse,3.0,1,6,101.6,3,139,4.4,345,6,f
5135,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Shared room,Cottage,1.0,1,2,146.75,7,245,3.8,324,9,f
5136,Lovely Apartment in Southwark,Southwark,Shared room,Villa,2.0,1,4,110.3,2,20,4.4,171,8,f
5137,Lovely Cottage in Camden,Camden,Entire home/apt,Apartment,2.0,1,4,255.82,3,292,4.6,135,8,f
5138,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Loft,1.0,1,2,158.74,1,281,3.9,306,9,f
5139,Lovely House in Camden,Camden,Entire home/apt,House,1.0,1,2,205.63,1,14,4.8,276,6,f
5140,Lovely Loft in Tower Hamlets,Tower Hamlets,Private room,Townhouse,1.0,3,2,55.06,5,89,4.2,24,5,f
5141,Lovely Villa in Westminster,Westminster,Entire home/apt,Apartment,2.0,1,4,258.85,5,78,3.6,336,3,t
5142,Lovely Villa in Camden,Camden,Private room,Townhouse,3.0,2,6,84.9,2,283,4.4,34,10,t
5143,Lovely Villa in Westminster,Westminster,Entire home/apt,Villa,2.0,1,4,271.71,1,69,4.0,79,7,f
5144,Lovely Cottage in Islington,Islington,Private room,Villa,3.0,1,6,123.7,3,288,4.9,260,8,f
5145,Lovely Townhouse in Lambeth,Lambeth,Entire home/apt,Apartment,4.0,2,8,230.73,3,222,5.0,322,8,t
5146,Lovely House in Westminster,Westminster,Entire home/apt,Villa,1.0,1,2,393.22,5,219,3.7,277,5,f
5147,Lovely Studio in Hackney,Hackney,Entire home/apt,Loft,4.0,1,8,210.04,3,104,4.3,319,3,f
5148,Lovely Studio in Westminster,Westminster,Entire home/apt,Loft,1.0,1,2,284.35,1,45,4.3,4,7,f
5149,Lovely Loft in Tower Hamlets,Tower Hamlets,Private room,Villa,3.0,2,6,163.15,2,281,4.0,213,8,f
5150,Lovely House in Southwark,Southwark,Entire home/apt,House,2.0,1,4,201.93,1,282,4.5,106,9,f
5151,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,1.0,1,2,105.9,1,16,4.8,212,3,t
5152,Lovely Loft in Hackney,Hackney,Entire home/apt,Villa,1.0,2,2,122.01,1,11,3.7,332,8,t
5153,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Cottage,1.0,1,2,154.64,7,240,3.5,174,7,f
5154,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Townhouse,3.0,2,6,209.5,3,269,3.6,0,7,f
5155,Lovely Cottage in Hackney,Hackney,Entire home/apt,Townhouse,2.0,1,4,211.39,2,72,,203,9,f
5156,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,1.0,2,2,389.63,1,60,,355,8,f
5157,Lovely House in Tower Hamlets,Tower Hamlets,Private room,Loft,3.0,2,6,131.47,5,140,4.5,334,5,f
5158,Lovely Loft in Hackney,Hackney,Private room,Villa,1.0,1,2,135.02,2,181,4.0,155,9,f
5159,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Townhouse,1.0,1,2,220.52,2,181,4.8,188,10,f
5160,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Cottage,3.0,1,6,125.01,1,215,4.6,287,6,f
5161,Lovely Apartment in Camden,Camden,Hotel room,Loft,3.0,2,6,166.94,2,267,5.0,298,3,f
5162,Lovely House in Camden,Camden,Entire home/apt,Townhouse,3.0,2,6,221.7,1,253,3.7,19,8,f
5163,Lovely Apartment in Southwark,Southwark,Private room,Loft,4.0,1,8,145.62,1,291,4.1,100,6,f
5164,Lovely Apartment in Southwark,Southwark,Private room,Studio,1.0,2,2,85.68,2,180,3.8,26,7,f
5165,Lovely House in Hackney,Hackney,Entire home/apt,Townhouse,4.0,2,8,235.86,5,66,4.8,155,7,f
5166,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Villa,1.0,1,2,,2,53,4.2,37,6,f
5167,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Townhouse,1.0,1,2,296.94,1,285,4.4,176,10,f
5168,Lovely House in Camden,Camden,Entire home/apt,Cottage,3.0,1,6,228.42,2,38,4.3,315,8,f
5169,Lovely Villa in Westminster,Westminster,Private room,Cottage,2.0,2,4,106.35,2,198,3.6,119,8,f
5170,Lovely Townhouse in Southwark,Southwark,Private room,Studio,5.0,1,10,155.69,5,6,4.9,238,9,f
5171,Lovely Apartment in Greenwich,Greenwich,Private room,Apartment,2.0,1,4,134.38,7,291,3.5,136,10,f
5172,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Cottage,5.0,2,10,180.99,1,52,4.5,194,5,f
5173,Lovely Cottage in Camden,Camden,Shared room,Townhouse,1.0,2,2,59.47,1,267,4.6,1,8,f
5174,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Loft,2.0,1,4,203.07,7,54,4.7,241,8,f
5175,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Cottage,4.0,1,8,90.12,2,12,3.6,260,6,f
5176,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Loft,1.0,1,2,176.06,1,244,4.2,345,6,f
5177,Lovely House in Hackney,Hackney,Private room,Studio,2.0,2,4,81.61,2,268,4.6,26,7,f
5178,Lovely Townhouse in Lambeth,Lambeth,Private room,Loft,1.0,1,2,75.47,2,181,3.7,170,4,f
5179,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Loft,2.0,1,4,179.45,7,181,4.1,106,7,f
5180,Lovely Loft in Westminster,Westminster,Entire home/apt,Townhouse,,1,6,355.9,3,63,4.1,138,4,t
5181,Lovely House in Islington,Islington,Hotel room,Studio,1.0,1,2,169.12,5,280,4.7,112,8,f
5182,Lovely Loft in Southwark,Southwark,Entire home/apt,Studio,5.0,2,10,245.43,1,268,3.9,352,5,f
5183,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Townhouse,4.0,2,8,218.26,1,211,4.7,29,3,f
5184,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Loft,1.0,2,2,20.0,5,296,4.7,256,8,f
5185,Lovely Villa in Hackney,Hackney,Private room,House,1.0,1,2,,2,118,4.1,255,3,f
5186,Lovely Loft in Southwark,Southwark,Entire home/apt,Loft,1.0,2,2,163.26,3,171,4.7,185,7,f
5187,Lovely Apartment in Westminster,Westminster,Private room,Villa,4.0,2,8,204.93,1,204,3.7,179,3,f
5188,Lovely Loft in Lambeth,Lambeth,Private room,Villa,5.0,1,10,210.86,3,150,4.4,135,7,f
5189,Lovely House in Southwark,Southwark,Entire home/apt,Villa,1.0,2,2,255.89,1,42,4.7,303,10,t
5190,Lovely Studio in Islington,Islington,Entire home/apt,House,1.0,1,2,197.95,7,287,4.6,66,6,f
5191,Lovely Villa in Camden,Camden,Private room,Townhouse,2.0,1,4,113.86,3,41,4.2,266,7,f
5192,Lovely Loft in Islington,Islington,Private room,Studio,4.0,1,8,131.71,1,3,3.7,176,9,f
5193,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Loft,1.0,2,2,106.38,1,182,4.2,174,10,f
5194,Lovely Studio in Camden,Camden,Private room,Villa,1.0,1,2,128.56,1,49,4.3,55,6,f
5195,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Townhouse,4.0,2,8,104.7,2,213,4.5,333,8,f
5196,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,3.0,1,6,304.14,1,42,3.7,292,6,t
5197,Lovely Villa in Islington,Islington,Entire home/apt,Apartment,1.0,1,2,248.21,7,77,4.8,31,10,f
5198,Lovely Townhouse in Islington,Islington,Private room,Cottage,4.0,1,8,161.62,2,68,4.9,59,7,t
5199,Lovely Loft in Islington,Islington,Entire home/apt,Townhouse,4.0,1,8,338.44,5,6,3.9,142,3,f
5200,Lovely Studio in Camden,Camden,Shared room,Loft,2.0,2,4,77.57,2,2,4.1,159,5,t
5201,Lovely House in Hackney,Hackney,Private room,Villa,2.0,1,4,119.21,7,97,,285,6,f
5202,Lovely Studio in Westminster,Westminster,Entire home/apt,Apartment,3.0,1,6,265.18,7,296,4.7,296,3,f
5203,Lovely Apartment in Hackney,Hackney,Private room,Apartment,2.0,1,4,82.99,2,242,4.3,238,6,f
5204,Lovely House in Southwark,Southwark,Entire home/apt,Loft,2.0,1,4,210.16,5,217,4.9,309,7,f
5205,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,4.0,3,8,420.81,1,91,4.6,211,8,t
5206,Lovely Apartment in Hackney,Hackney,Entire home/apt,Townhouse,2.0,2,4,144.73,3,67,3.7,247,3,f
5207,Lovely Cottage in Islington,Islington,Entire home/apt,Loft,4.0,1,8,212.33,5,212,3.5,311,9,f
5208,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Loft,1.0,2,2,112.55,1,285,4.7,220,9,f
5209,Lovely Villa in Westminster,Westminster,Entire home/apt,Loft,2.0,2,4,368.54,3,79,3.7,320,9,f
5210,Lovely Apartment in Hackney,Hackney,Private room,House,1.0,1,2,76.15,2,280,4.1,256,6,f
5211,Lovely House in Tower Hamlets,Tower Hamlets,Hotel room,Apartment,2.0,3,4,142.41,3,202,4.1,259,10,f
5212,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Townhouse,4.0,1,8,154.12,1,223,3.9,324,10,f
5213,Lovely Studio in Hackney,Hackney,Entire home/apt,Villa,2.0,1,4,215.74,1,97,4.2,331,7,t
5214,Lovely Loft in Camden,Camden,Entire home/apt,Townhouse,1.0,2,2,263.87,1,56,3.5,134,5,f
5215,Lovely Studio in Wandsworth,Wandsworth,Entire home/apt,Villa,1.0,2,2,206.38,3,217,4.3,274,6,t
5216,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,2.0,1,4,151.06,1,238,3.9,279,5,t
5217,Lovely Apartment in Camden,Camden,Entire home/apt,House,4.0,1,8,258.48,2,190,3.7,238,4,f
5218,Lovely Loft in Westminster,Westminster,Private room,Townhouse,1.0,1,2,154.77,5,103,3.9,356,6,f
5219,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,2.0,1,4,487.72,5,271,4.9,261,3,f
5220,Lovely Loft in Westminster,Westminster,Private room,Cottage,3.0,1,6,224.28,1,100,4.9,152,4,f
5221,Lovely Townhouse in Westminster,Westminster,Private room,House,2.0,1,4,137.89,3,204,4.2,219,8,f
5222,Lovely Villa in Islington,Islington,Entire home/apt,Apartment,1.0,3,2,200.85,7,229,4.5,278,3,f
5223,Lovely Loft in Westminster,Westminster,Entire home/apt,Townhouse,2.0,1,4,306.09,2,91,3.8,260,8,t
5224,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,3.0,1,6,218.77,2,148,3.6,236,8,f
5225,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Private room,House,1.0,1,2,126.83,5,90,3.9,74,4,f
5226,Lovely Apartment in Hackney,Hackney,Entire home/apt,Studio,2.0,3,4,131.69,1,268,3.6,186,9,f
5227,Lovely Cottage in Lambeth,Lambeth,Entire home/apt,Apartment,1.0,2,2,151.5,5,51,3.6,91,4,t
5228,Lovely Cottage in Islington,Islington,Private room,Cottage,2.0,1,4,121.66,1,212,3.6,278,5,f
5229,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,House,1.0,1,2,158.79,2,45,4.1,128,9,t
5230,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Cottage,4.0,2,8,263.33,1,62,3.6,344,9,t
5231,Lovely Townhouse in Hackney,Hackney,Private room,Studio,1.0,1,2,118.66,3,154,4.6,180,10,f
5232,Lovely Villa in Wandsworth,Wandsworth,Shared room,Townhouse,1.0,1,2,89.03,5,118,3.9,49,3,t
5233,Lovely Studio in Islington,Islington,Private room,Townhouse,1.0,1,2,56.97,3,5,4.0,189,5,f
5234,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,1.0,2,2,228.16,3,20,4.8,280,7,f
5235,Lovely Apartment in Westminster,Westminster,Entire home/apt,Villa,3.0,1,6,245.04,7,91,3.7,276,3,f
5236,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Villa,2.0,1,4,251.48,7,176,3.6,234,3,f
5237,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Cottage,3.0,1,6,369.86,3,77,3.6,170,10,f
5238,Lovely Cottage in Islington,Islington,Entire home/apt,Apartment,4.0,1,8,292.77,1,52,4.4,24,10,f
5239,Lovely Villa in Camden,Camden,Private room,Studio,2.0,1,4,132.84,2,188,3.8,113,6,t
5240,Lovely Studio in Southwark,Southwark,Private room,Studio,1.0,1,2,155.76,3,75,,151,6,f
5241,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Hotel room,House,4.0,2,8,285.84,3,203,4.8,181,4,f
5242,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Private room,Townhouse,5.0,1,10,282.39,7,105,4.9,222,3,f
5243,Lovely House in Camden,Camden,Private room,Studio,2.0,1,4,103.55,5,55,3.6,25,10,t
5244,Lovely Cottage in Greenwich,Greenwich,Private room,Townhouse,2.0,2,4,110.16,3,220,4.6,175,10,t
5245,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Studio,1.0,1,2,138.59,1,254,5.0,219,4,f
5246,Lovely Cottage in Southwark,Southwark,Hotel room,House,4.0,2,8,168.8,3,108,4.8,48,4,f
5247,Lovely Villa in Tower Hamlets,Tower Hamlets,Private room,Studio,1.0,1,2,114.11,2,247,4.9,63,6,f
5248,Lovely Cottage in Wandsworth,Wandsworth,Shared room,House,2.0,2,4,47.56,1,186,4.2,230,10,f
5249,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,1,2,201.51,1,269,4.2,278,6,f
5250,Lovely Apartment in Islington,Islington,Entire home/apt,Townhouse,2.0,2,4,191.68,3,128,4.5,228,9,f
5251,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Villa,5.0,2,10,172.73,2,203,4.2,284,10,f
5252,Lovely House in Islington,Islington,Private room,Apartment,2.0,2,4,201.39,5,49,4.7,159,7,f
5253,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Apartment,3.0,1,6,396.13,1,265,4.5,12,5,f
5254,Lovely Villa in Westminster,Westminster,Entire home/apt,Loft,2.0,1,4,372.53,1,3,4.8,121,6,t
5255,Lovely Cottage in Islington,Islington,Private room,Apartment,1.0,1,2,81.6,5,87,3.6,337,6,f
5256,Lovely Cottage in Lambeth,Lambeth,Entire home/apt,Townhouse,4.0,2,8,198.97,2,156,3.7,231,4,f
5257,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,House,2.0,1,4,171.64,7,102,4.4,150,7,f
5258,Lovely Villa in Westminster,Westminster,Shared room,Cottage,2.0,1,4,133.12,3,17,4.4,9,9,f
5259,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Studio,4.0,2,8,188.9,1,44,4.4,75,8,f
5260,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Apartment,4.0,2,8,164.39,1,188,4.6,274,6,f
5261,Lovely House in Wandsworth,Wandsworth,Private room,Loft,5.0,1,10,157.62,1,77,4.4,133,3,t
5262,Lovely Studio in Islington,Islington,Private room,Villa,1.0,2,2,104.65,2,223,4.6,356,9,f
5263,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,2.0,2,4,447.76,3,182,4.5,359,3,f
5264,Lovely Apartment in Islington,Islington,Entire home/apt,Villa,3.0,1,6,282.23,5,171,4.3,170,7,t
5265,Lovely Townhouse in Westminster,Westminster,Entire home/apt,House,1.0,1,2,284.41,3,118,4.9,183,8,t
5266,Lovely Studio in Islington,Islington,Entire home/apt,Townhouse,1.0,2,2,255.73,3,10,3.7,336,6,f
5267,Lovely Studio in Westminster,Westminster,Entire home/apt,Villa,1.0,1,2,328.43,1,41,3.6,250,5,f
5268,Lovely Townhouse in Camden,Camden,Entire home/apt,House,2.0,1,4,179.27,2,172,4.0,259,4,t
5269,Lovely Cottage in Hackney,Hackney,Private room,Villa,2.0,1,4,101.31,5,136,3.7,113,6,f
5270,Lovely Cottage in Wandsworth,Wandsworth,Private room,Townhouse,1.0,1,2,42.93,3,70,3.9,322,10,f
5271,Lovely Studio in Southwark,Southwark,Entire home/apt,Villa,4.0,2,8,243.21,3,279,4.7,279,4,t
5272,Lovely Villa in Lambeth,Lambeth,Private room,House,1.0,1,2,117.34,7,75,4.8,220,3,f
5273,Lovely Apartment in Greenwich,Greenwich,Private room,Loft,2.0,2,4,79.28,5,193,3.6,328,10,f
5274,Lovely Apartment in Westminster,Westminster,Entire home/apt,Apartment,5.0,2,10,276.52,1,163,3.8,157,4,t
5275,Lovely Townhouse in Camden,Camden,Entire home/apt,Villa,2.0,2,4,245.33,3,49,3.5,187,5,f
5276,Lovely Apartment in Westminster,Westminster,Entire home/apt,Townhouse,2.0,1,4,299.03,2,116,4.5,264,10,t
5277,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,4.0,2,8,208.51,1,224,3.5,228,8,f
5278,Lovely Villa in Southwark,Southwark,Private room,Cottage,5.0,1,10,225.68,5,64,3.8,163,7,f
5279,Lovely Townhouse in Greenwich,Greenwich,Shared room,Apartment,1.0,2,2,77.53,5,273,,271,3,f
5280,Lovely Villa in Lambeth,Lambeth,Entire home/apt,Cottage,2.0,1,4,191.51,1,164,4.0,241,5,f
5281,Lovely Loft in Tower Hamlets,Tower Hamlets,Private room,Loft,2.0,2,4,154.09,3,57,4.0,233,3,f
5282,Lovely Villa in Wandsworth,Wandsworth,Private room,Villa,3.0,2,6,89.01,1,189,3.9,213,4,f
5283,Lovely Cottage in Islington,Islington,Private room,Loft,1.0,1,2,86.2,2,190,4.1,127,9,f
5284,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,2.0,3,4,188.45,5,34,4.9,30,10,f
5285,Lovely Studio in Westminster,Westminster,Private room,Apartment,3.0,1,6,136.84,2,143,4.5,96,4,f
5286,Lovely Villa in Hackney,Hackney,Private room,Townhouse,1.0,1,2,97.83,3,213,4.3,103,7,f
5287,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,4.0,1,8,319.35,3,35,4.9,57,5,t
5288,Lovely Cottage in Islington,Islington,Private room,Villa,1.0,2,2,45.72,1,182,4.2,130,5,f
5289,Lovely Cottage in Islington,Islington,Private room,Studio,,1,6,143.85,3,33,4.2,344,7,t
5290,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,1.0,1,2,280.63,2,247,3.9,241,9,f
5291,Lovely House in Islington,Islington,Hotel room,Studio,1.0,1,2,226.85,1,49,3.9,221,4,f
5292,Lovely Apartment in Camden,Camden,Entire home/apt,Loft,1.0,1,2,187.15,1,229,4.2,173,3,f
5293,Lovely Apartment in Westminster,Westminster,Private room,Loft,1.0,1,2,154.45,2,233,4.4,340,4,f
5294,Lovely Loft in Islington,Islington,Entire home/apt,Villa,1.0,2,2,171.54,2,183,3.9,50,8,f
5295,Lovely Apartment in Islington,Islington,Entire home/apt,Townhouse,2.0,1,4,173.85,3,232,4.2,272,4,t
5296,Lovely Townhouse in Lambeth,Lambeth,Private room,Studio,1.0,1,2,120.69,1,189,4.9,351,7,f
5297,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Cottage,2.0,2,4,157.72,1,184,3.6,114,6,t
5298,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,2.0,1,4,283.81,3,134,4.9,204,9,t
5299,Lovely House in Southwark,Southwark,Entire home/apt,Studio,3.0,1,6,241.79,3,223,3.6,96,7,f
5300,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,House,1.0,2,2,231.99,1,281,4.4,60,3,t
5301,Lovely Townhouse in Hackney,Hackney,Private room,Cottage,2.0,1,4,158.46,7,151,4.5,261,3,f
5302,Lovely Apartment in Lambeth,Lambeth,Private room,Studio,1.0,3,2,138.07,3,67,4.3,105,10,t
5303,Lovely Townhouse in Islington,Islington,Entire home/apt,Studio,4.0,1,8,245.8,1,191,4.4,21,6,t
5304,Lovely Loft in Islington,Islington,Private room,Villa,1.0,1,2,153.79,1,116,4.0,15,8,t
5305,Lovely Townhouse in Southwark,Southwark,Private room,Apartment,4.0,2,8,83.84,5,41,4.9,239,3,f
5306,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,3.0,1,6,483.69,1,237,4.2,279,6,f
5307,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,1,2,161.32,2,3,3.6,10,6,f
